state_name,district_name,market,commodity_group,commodity,unit_of_measure,price_local,currency,price_flag,price_type,data_period_start,data_period_end,latitude,longitude,year,multidimensional_poverty_index,poverty_headcount_ratio,poverty_intensity,vulnerability_rate,severe_poverty_rate,price_to_poverty_ratio,poverty_weighted_price,geo_missing,cluster
nagaland,Dimapur,Dimapur,oil and fats,Oil (groundnut),KG,114.0,INR,actual,Retail,2019-01-15,2019-02-14,25.9,93.73,2019,0.066,17.0562,38.706,15.4829,2.8929,6.683786540964576,7.524,False,0
nagaland,Dimapur,Dimapur,oil and fats,Oil (mustard),KG,90.0,INR,actual,Retail,2019-01-15,2019-02-14,25.9,93.73,2019,0.066,17.0562,38.706,15.4829,2.8929,5.276673584972033,5.94,False,0
nagaland,Dimapur,Dimapur,oil and fats,Oil (palm),KG,120.0,INR,actual,Retail,2019-01-15,2019-02-14,25.9,93.73,2019,0.066,17.0562,38.706,15.4829,2.8929,7.035564779962711,7.92,False,0
nagaland,Dimapur,Dimapur,oil and fats,Oil (soybean),KG,100.0,INR,actual,Retail,2019-01-15,2019-02-14,25.9,93.73,2019,0.066,17.0562,38.706,15.4829,2.8929,5.862970649968927,6.6,False,0
nagaland,Dimapur,Dimapur,pulses and nuts,Lentils (masur),KG,60.0,INR,actual,Retail,2019-01-15,2019-02-14,25.9,93.73,2019,0.066,17.0562,38.706,15.4829,2.8929,3.517782389981356,3.96,False,0
nagaland,Dimapur,Dimapur,pulses and nuts,Lentils (moong),KG,80.0,INR,actual,Retail,2019-01-15,2019-02-14,25.9,93.73,2019,0.066,17.0562,38.706,15.4829,2.8929,4.690376519975141,5.28,False,0
nagaland,Dimapur,Dimapur,vegetables and fruits,Onions,KG,27.0,INR,actual,Retail,2019-01-15,2019-02-14,25.9,93.73,2019,0.066,17.0562,38.706,15.4829,2.8929,1.58300207549161,1.782,False,0
nagaland,Dimapur,Dimapur,vegetables and fruits,Tomatoes,KG,44.67,INR,actual,Retail,2019-01-15,2019-02-14,25.9,93.73,2019,0.066,17.0562,38.706,15.4829,2.8929,2.61898898934112,2.94822,False,0
puducherry,Puducherry,Puducherry,cereals and tubers,Wheat,KG,35.73,INR,actual,Retail,2019-01-15,2019-02-14,11.92,79.73,2019,0.0052,1.4224,36.6496,6.7816,0.0423,25.1195163104612,0.185796,False,0
puducherry,Puducherry,Puducherry,cereals and tubers,Wheat flour,KG,32.0,INR,actual,Retail,2019-01-15,2019-02-14,11.92,79.73,2019,0.0052,1.4224,36.6496,6.7816,0.0423,22.49718785151856,0.1664,False,0
puducherry,Puducherry,Puducherry,milk and dairy,Milk (pasteurized),L,36.0,INR,actual,Retail,2019-01-15,2019-02-14,11.92,79.73,2019,0.0052,1.4224,36.6496,6.7816,0.0423,25.30933633295838,0.1872,False,0
puducherry,Puducherry,Puducherry,miscellaneous food,Sugar,KG,36.0,INR,actual,Retail,2019-01-15,2019-02-14,11.92,79.73,2019,0.0052,1.4224,36.6496,6.7816,0.0423,25.30933633295838,0.1872,False,0
puducherry,Puducherry,Puducherry,miscellaneous food,Sugar (jaggery/gur),KG,50.0,INR,actual,Retail,2019-01-15,2019-02-14,11.92,79.73,2019,0.0052,1.4224,36.6496,6.7816,0.0423,35.15185601799775,0.26,False,0
puducherry,Puducherry,Puducherry,miscellaneous food,Tea (black),KG,250.0,INR,actual,Retail,2019-01-15,2019-02-14,11.92,79.73,2019,0.0052,1.4224,36.6496,6.7816,0.0423,175.75928008998875,1.3,False,0
puducherry,Puducherry,Puducherry,oil and fats,Ghee (vanaspati),KG,104.0,INR,actual,Retail,2019-01-15,2019-02-14,11.92,79.73,2019,0.0052,1.4224,36.6496,6.7816,0.0423,73.11586051743532,0.5408,False,0
puducherry,Puducherry,Puducherry,oil and fats,Oil (groundnut),KG,129.17,INR,actual,Retail,2019-01-15,2019-02-14,11.92,79.73,2019,0.0052,1.4224,36.6496,6.7816,0.0423,90.8113048368954,0.671684,False,0
puducherry,Puducherry,Puducherry,oil and fats,Oil (mustard),KG,132.0,INR,actual,Retail,2019-01-15,2019-02-14,11.92,79.73,2019,0.0052,1.4224,36.6496,6.7816,0.0423,92.80089988751406,0.6864,False,0
puducherry,Puducherry,Puducherry,pulses and nuts,Lentils (urad),KG,90.0,INR,actual,Retail,2019-01-15,2019-02-14,11.92,79.73,2019,0.0052,1.4224,36.6496,6.7816,0.0423,63.27334083239595,0.468,False,0
puducherry,Puducherry,Puducherry,vegetables and fruits,Tomatoes,KG,20.83,INR,actual,Retail,2019-01-15,2019-02-14,11.92,79.73,2019,0.0052,1.4224,36.6496,6.7816,0.0423,14.644263217097862,0.108316,False,0
punjab,Amritsar,Amritsar,cereals and tubers,Rice,KG,31.0,INR,actual,Retail,2019-01-15,2019-02-14,31.63,74.87,2019,0.0188,4.7077,39.9954,12.2023,0.7273,6.584956560528496,0.5828,False,0
punjab,Amritsar,Amritsar,milk and dairy,Milk (pasteurized),L,44.0,INR,actual,Retail,2019-01-15,2019-02-14,31.63,74.87,2019,0.0188,4.7077,39.9954,12.2023,0.7273,9.346389956879156,0.8272,False,0
punjab,Amritsar,Amritsar,miscellaneous food,Sugar,KG,38.0,INR,actual,Retail,2019-01-15,2019-02-14,31.63,74.87,2019,0.0188,4.7077,39.9954,12.2023,0.7273,8.071882235486543,0.7144,False,0
punjab,Amritsar,Amritsar,miscellaneous food,Sugar (jaggery/gur),KG,40.0,INR,actual,Retail,2019-01-15,2019-02-14,31.63,74.87,2019,0.0188,4.7077,39.9954,12.2023,0.7273,8.496718142617414,0.752,False,0
punjab,Amritsar,Amritsar,miscellaneous food,Tea (black),KG,200.0,INR,actual,Retail,2019-01-15,2019-02-14,31.63,74.87,2019,0.0188,4.7077,39.9954,12.2023,0.7273,42.48359071308707,3.76,False,0
punjab,Amritsar,Amritsar,oil and fats,Oil (groundnut),KG,140.0,INR,actual,Retail,2019-01-15,2019-02-14,31.63,74.87,2019,0.0188,4.7077,39.9954,12.2023,0.7273,29.73851349916095,2.632,False,0
punjab,Amritsar,Amritsar,oil and fats,Oil (mustard),KG,94.0,INR,actual,Retail,2019-01-15,2019-02-14,31.63,74.87,2019,0.0188,4.7077,39.9954,12.2023,0.7273,19.967287635150925,1.7672,False,0
punjab,Amritsar,Amritsar,pulses and nuts,Lentils,KG,70.0,INR,actual,Retail,2019-01-15,2019-02-14,31.63,74.87,2019,0.0188,4.7077,39.9954,12.2023,0.7273,14.869256749580474,1.316,False,0
punjab,Amritsar,Amritsar,pulses and nuts,Lentils (moong),KG,81.0,INR,actual,Retail,2019-01-15,2019-02-14,31.63,74.87,2019,0.0188,4.7077,39.9954,12.2023,0.7273,17.205854238800264,1.5228,False,0
punjab,Amritsar,Amritsar,vegetables and fruits,Onions,KG,20.0,INR,actual,Retail,2019-01-15,2019-02-14,31.63,74.87,2019,0.0188,4.7077,39.9954,12.2023,0.7273,4.248359071308707,0.376,False,0
punjab,Bathinda,Bathinda,cereals and tubers,Potatoes,KG,10.0,INR,actual,Retail,2019-01-15,2019-02-14,30.2,74.95,2019,0.0188,4.7077,39.9954,12.2023,0.7273,2.1241795356543536,0.188,False,0
punjab,Bathinda,Bathinda,cereals and tubers,Rice,KG,33.7,INR,actual,Retail,2019-01-15,2019-02-14,30.2,74.95,2019,0.0188,4.7077,39.9954,12.2023,0.7273,7.158485035155171,0.63356,False,0
punjab,Bathinda,Bathinda,cereals and tubers,Wheat flour,KG,23.0,INR,actual,Retail,2019-01-15,2019-02-14,30.2,74.95,2019,0.0188,4.7077,39.9954,12.2023,0.7273,4.885612932005013,0.4324,False,0
punjab,Bathinda,Bathinda,miscellaneous food,Sugar,KG,36.43,INR,actual,Retail,2019-01-15,2019-02-14,30.2,74.95,2019,0.0188,4.7077,39.9954,12.2023,0.7273,7.73838604838881,0.684884,False,0
punjab,Bathinda,Bathinda,miscellaneous food,Sugar (jaggery/gur),KG,38.26,INR,actual,Retail,2019-01-15,2019-02-14,30.2,74.95,2019,0.0188,4.7077,39.9954,12.2023,0.7273,8.127110903413557,0.719288,False,0
punjab,Bathinda,Bathinda,miscellaneous food,Tea (black),KG,204.35,INR,actual,Retail,2019-01-15,2019-02-14,30.2,74.95,2019,0.0188,4.7077,39.9954,12.2023,0.7273,43.40760881109672,3.84178,False,0
punjab,Bathinda,Bathinda,oil and fats,Ghee (vanaspati),KG,82.17,INR,actual,Retail,2019-01-15,2019-02-14,30.2,74.95,2019,0.0188,4.7077,39.9954,12.2023,0.7273,17.454383244471824,1.544796,False,0
punjab,Bathinda,Bathinda,oil and fats,Oil (groundnut),KG,123.82,INR,actual,Retail,2019-01-15,2019-02-14,30.2,74.95,2019,0.0188,4.7077,39.9954,12.2023,0.7273,26.301591010472205,2.327816,False,0
punjab,Bathinda,Bathinda,oil and fats,Oil (mustard),KG,95.91,INR,actual,Retail,2019-01-15,2019-02-14,30.2,74.95,2019,0.0188,4.7077,39.9954,12.2023,0.7273,20.373005926460905,1.803108,False,0
punjab,Bathinda,Bathinda,pulses and nuts,Lentils,KG,80.0,INR,actual,Retail,2019-01-15,2019-02-14,30.2,74.95,2019,0.0188,4.7077,39.9954,12.2023,0.7273,16.99343628523483,1.504,False,0
punjab,Bathinda,Bathinda,pulses and nuts,Lentils (masur),KG,73.91,INR,actual,Retail,2019-01-15,2019-02-14,30.2,74.95,2019,0.0188,4.7077,39.9954,12.2023,0.7273,15.699810948021328,1.389508,False,0
punjab,Bathinda,Bathinda,pulses and nuts,Lentils (urad),KG,78.48,INR,actual,Retail,2019-01-15,2019-02-14,30.2,74.95,2019,0.0188,4.7077,39.9954,12.2023,0.7273,16.670560995815368,1.475424,False,0
punjab,Ludhiana,Ludhiana,cereals and tubers,Potatoes,KG,13.23,INR,actual,Retail,2019-01-15,2019-02-14,30.9,75.85,2019,0.0188,4.7077,39.9954,12.2023,0.7273,2.8102895256707097,0.248724,False,0
punjab,Ludhiana,Ludhiana,cereals and tubers,Wheat flour,KG,23.1,INR,actual,Retail,2019-01-15,2019-02-14,30.9,75.85,2019,0.0188,4.7077,39.9954,12.2023,0.7273,4.906854727361557,0.43428,False,0
punjab,Ludhiana,Ludhiana,milk and dairy,Milk (pasteurized),L,44.0,INR,actual,Retail,2019-01-15,2019-02-14,30.9,75.85,2019,0.0188,4.7077,39.9954,12.2023,0.7273,9.346389956879156,0.8272,False,0
punjab,Ludhiana,Ludhiana,miscellaneous food,Salt (iodised),KG,18.0,INR,actual,Retail,2019-01-15,2019-02-14,30.9,75.85,2019,0.0188,4.7077,39.9954,12.2023,0.7273,3.823523164177837,0.3384,False,0
punjab,Ludhiana,Ludhiana,miscellaneous food,Sugar,KG,36.0,INR,actual,Retail,2019-01-15,2019-02-14,30.9,75.85,2019,0.0188,4.7077,39.9954,12.2023,0.7273,7.647046328355673,0.6768,False,0
punjab,Ludhiana,Ludhiana,miscellaneous food,Sugar (jaggery/gur),KG,42.0,INR,actual,Retail,2019-01-15,2019-02-14,30.9,75.85,2019,0.0188,4.7077,39.9954,12.2023,0.7273,8.921554049748284,0.7896,False,0
punjab,Ludhiana,Ludhiana,oil and fats,Ghee (vanaspati),KG,80.0,INR,actual,Retail,2019-01-15,2019-02-14,30.9,75.85,2019,0.0188,4.7077,39.9954,12.2023,0.7273,16.99343628523483,1.504,False,0
punjab,Ludhiana,Ludhiana,oil and fats,Oil (groundnut),KG,140.0,INR,actual,Retail,2019-01-15,2019-02-14,30.9,75.85,2019,0.0188,4.7077,39.9954,12.2023,0.7273,29.73851349916095,2.632,False,0
punjab,Ludhiana,Ludhiana,pulses and nuts,Lentils,KG,67.45,INR,actual,Retail,2019-01-15,2019-02-14,30.9,75.85,2019,0.0188,4.7077,39.9954,12.2023,0.7273,14.327590967988614,1.26806,False,0
punjab,Ludhiana,Ludhiana,pulses and nuts,Lentils (masur),KG,74.0,INR,actual,Retail,2019-01-15,2019-02-14,30.9,75.85,2019,0.0188,4.7077,39.9954,12.2023,0.7273,15.718928563842216,1.3912,False,0
punjab,Ludhiana,Ludhiana,pulses and nuts,Lentils (moong),KG,74.0,INR,actual,Retail,2019-01-15,2019-02-14,30.9,75.85,2019,0.0188,4.7077,39.9954,12.2023,0.7273,15.718928563842216,1.3912,False,0
punjab,Ludhiana,Ludhiana,vegetables and fruits,Onions,KG,20.0,INR,actual,Retail,2019-01-15,2019-02-14,30.9,75.85,2019,0.0188,4.7077,39.9954,12.2023,0.7273,4.248359071308707,0.376,False,0
punjab,Ludhiana,Ludhiana,vegetables and fruits,Tomatoes,KG,27.94,INR,actual,Retail,2019-01-15,2019-02-14,30.9,75.85,2019,0.0188,4.7077,39.9954,12.2023,0.7273,5.934957622618263,0.525272,False,0
rajasthan,Bikaner,Jaipur,cereals and tubers,Potatoes,KG,15.0,INR,actual,Retail,2019-01-15,2019-02-14,28.88,74.07,2019,0.0679,16.5691,41.0065,22.7726,3.6461,0.9052996239988896,1.0185,False,0
rajasthan,Bikaner,Jaipur,cereals and tubers,Wheat,KG,22.0,INR,actual,Retail,2019-01-15,2019-02-14,28.88,74.07,2019,0.0679,16.5691,41.0065,22.7726,3.6461,1.327772781865038,1.4938,False,0
rajasthan,Bikaner,Jaipur,cereals and tubers,Wheat flour,KG,24.0,INR,actual,Retail,2019-01-15,2019-02-14,28.88,74.07,2019,0.0679,16.5691,41.0065,22.7726,3.6461,1.4484793983982232,1.6296,False,0
rajasthan,Bikaner,Jaipur,milk and dairy,Milk (pasteurized),L,38.0,INR,actual,Retail,2019-01-15,2019-02-14,28.88,74.07,2019,0.0679,16.5691,41.0065,22.7726,3.6461,2.29342571413052,2.5802,False,0
rajasthan,Bikaner,Jaipur,miscellaneous food,Salt (iodised),KG,17.0,INR,actual,Retail,2019-01-15,2019-02-14,28.88,74.07,2019,0.0679,16.5691,41.0065,22.7726,3.6461,1.026006240532075,1.1543,False,0
rajasthan,Bikaner,Jaipur,miscellaneous food,Sugar,KG,35.2,INR,actual,Retail,2019-01-15,2019-02-14,28.88,74.07,2019,0.0679,16.5691,41.0065,22.7726,3.6461,2.1244364509840605,2.39008,False,0
rajasthan,Bikaner,Jaipur,miscellaneous food,Sugar (jaggery/gur),KG,35.0,INR,actual,Retail,2019-01-15,2019-02-14,28.88,74.07,2019,0.0679,16.5691,41.0065,22.7726,3.6461,2.112365789330742,2.3765,False,0
rajasthan,Bikaner,Jaipur,miscellaneous food,Tea (black),KG,160.0,INR,actual,Retail,2019-01-15,2019-02-14,28.88,74.07,2019,0.0679,16.5691,41.0065,22.7726,3.6461,9.65652932265482,10.864,False,0
rajasthan,Bikaner,Jaipur,oil and fats,Oil (groundnut),KG,147.16,INR,actual,Retail,2019-01-15,2019-02-14,28.88,74.07,2019,0.0679,16.5691,41.0065,22.7726,3.6461,8.881592844511772,9.992164,False,0
rajasthan,Bikaner,Jaipur,oil and fats,Oil (mustard),KG,94.84,INR,actual,Retail,2019-01-15,2019-02-14,28.88,74.07,2019,0.0679,16.5691,41.0065,22.7726,3.6461,5.723907756003645,6.439636,False,0
rajasthan,Bikaner,Jaipur,oil and fats,Oil (soybean),KG,84.63,INR,actual,Retail,2019-01-15,2019-02-14,28.88,74.07,2019,0.0679,16.5691,41.0065,22.7726,3.6461,5.107700478601735,5.746377,False,0
rajasthan,Bikaner,Jaipur,pulses and nuts,Lentils (moong),KG,69.04,INR,actual,Retail,2019-01-15,2019-02-14,28.88,74.07,2019,0.0679,16.5691,41.0065,22.7726,3.6461,4.166792402725555,4.687816,False,0
rajasthan,Bikaner,Jaipur,vegetables and fruits,Tomatoes,KG,15.0,INR,actual,Retail,2019-01-15,2019-02-14,28.88,74.07,2019,0.0679,16.5691,41.0065,22.7726,3.6461,0.9052996239988896,1.0185,False,0
rajasthan,Jodhpur,Jodhpur,cereals and tubers,Rice,KG,30.0,INR,actual,Retail,2019-01-15,2019-02-14,26.29,73.03,2019,0.0679,16.5691,41.0065,22.7726,3.6461,1.810599247997779,2.037,False,0
rajasthan,Jodhpur,Jodhpur,cereals and tubers,Wheat flour,KG,24.0,INR,actual,Retail,2019-01-15,2019-02-14,26.29,73.03,2019,0.0679,16.5691,41.0065,22.7726,3.6461,1.4484793983982232,1.6296,False,0
rajasthan,Jodhpur,Jodhpur,miscellaneous food,Salt (iodised),KG,17.0,INR,actual,Retail,2019-01-15,2019-02-14,26.29,73.03,2019,0.0679,16.5691,41.0065,22.7726,3.6461,1.026006240532075,1.1543,False,0
rajasthan,Jodhpur,Jodhpur,miscellaneous food,Sugar (jaggery/gur),KG,38.0,INR,actual,Retail,2019-01-15,2019-02-14,26.29,73.03,2019,0.0679,16.5691,41.0065,22.7726,3.6461,2.29342571413052,2.5802,False,0
rajasthan,Jodhpur,Jodhpur,miscellaneous food,Tea (black),KG,260.0,INR,actual,Retail,2019-01-15,2019-02-14,26.29,73.03,2019,0.0679,16.5691,41.0065,22.7726,3.6461,15.691860149314085,17.654,False,0
rajasthan,Jodhpur,Jodhpur,oil and fats,Oil (groundnut),KG,130.0,INR,actual,Retail,2019-01-15,2019-02-14,26.29,73.03,2019,0.0679,16.5691,41.0065,22.7726,3.6461,7.845930074657042,8.827,False,0
rajasthan,Jodhpur,Jodhpur,oil and fats,Oil (mustard),KG,100.0,INR,actual,Retail,2019-01-15,2019-02-14,26.29,73.03,2019,0.0679,16.5691,41.0065,22.7726,3.6461,6.035330826659263,6.79,False,0
rajasthan,Jodhpur,Jodhpur,oil and fats,Oil (soybean),KG,87.0,INR,actual,Retail,2019-01-15,2019-02-14,26.29,73.03,2019,0.0679,16.5691,41.0065,22.7726,3.6461,5.250737819193559,5.9073,False,0
rajasthan,Jodhpur,Jodhpur,pulses and nuts,Lentils (moong),KG,62.0,INR,actual,Retail,2019-01-15,2019-02-14,26.29,73.03,2019,0.0679,16.5691,41.0065,22.7726,3.6461,3.7419051125287432,4.2098,False,0
rajasthan,Jodhpur,Jodhpur,vegetables and fruits,Tomatoes,KG,20.0,INR,actual,Retail,2019-01-15,2019-02-14,26.29,73.03,2019,0.0679,16.5691,41.0065,22.7726,3.6461,1.2070661653318526,1.358,False,0
rajasthan,Kota,Kota,cereals and tubers,Potatoes,KG,14.87,INR,actual,Retail,2019-01-15,2019-02-14,25.18,75.83,2019,0.0679,16.5691,41.0065,22.7726,3.6461,0.8974536939242325,1.009673,False,0
rajasthan,Kota,Kota,cereals and tubers,Rice,KG,28.0,INR,actual,Retail,2019-01-15,2019-02-14,25.18,75.83,2019,0.0679,16.5691,41.0065,22.7726,3.6461,1.6898926314645937,1.9012,False,0
rajasthan,Kota,Kota,cereals and tubers,Wheat,KG,22.0,INR,actual,Retail,2019-01-15,2019-02-14,25.18,75.83,2019,0.0679,16.5691,41.0065,22.7726,3.6461,1.327772781865038,1.4938,False,0
rajasthan,Kota,Kota,cereals and tubers,Wheat flour,KG,23.0,INR,actual,Retail,2019-01-15,2019-02-14,25.18,75.83,2019,0.0679,16.5691,41.0065,22.7726,3.6461,1.3881260901316306,1.5617,False,0
rajasthan,Kota,Kota,milk and dairy,Milk (pasteurized),L,40.0,INR,actual,Retail,2019-01-15,2019-02-14,25.18,75.83,2019,0.0679,16.5691,41.0065,22.7726,3.6461,2.4141323306637053,2.716,False,0
rajasthan,Kota,Kota,miscellaneous food,Sugar (jaggery/gur),KG,32.0,INR,actual,Retail,2019-01-15,2019-02-14,25.18,75.83,2019,0.0679,16.5691,41.0065,22.7726,3.6461,1.931305864530964,2.1728,False,0
rajasthan,Kota,Kota,oil and fats,Ghee (vanaspati),KG,70.0,INR,actual,Retail,2019-01-15,2019-02-14,25.18,75.83,2019,0.0679,16.5691,41.0065,22.7726,3.6461,4.224731578661484,4.753,False,0
rajasthan,Kota,Kota,oil and fats,Oil (soybean),KG,88.0,INR,actual,Retail,2019-01-15,2019-02-14,25.18,75.83,2019,0.0679,16.5691,41.0065,22.7726,3.6461,5.311091127460152,5.9752,False,0
rajasthan,Kota,Kota,pulses and nuts,Lentils,KG,58.0,INR,actual,Retail,2019-01-15,2019-02-14,25.18,75.83,2019,0.0679,16.5691,41.0065,22.7726,3.6461,3.5004918794623725,3.9382,False,0
rajasthan,Kota,Kota,pulses and nuts,Lentils (masur),KG,55.0,INR,actual,Retail,2019-01-15,2019-02-14,25.18,75.83,2019,0.0679,16.5691,41.0065,22.7726,3.6461,3.319431954662595,3.7345,False,0
rajasthan,Kota,Kota,pulses and nuts,Lentils (moong),KG,65.0,INR,actual,Retail,2019-01-15,2019-02-14,25.18,75.83,2019,0.0679,16.5691,41.0065,22.7726,3.6461,3.922965037328521,4.4135,False,0
rajasthan,Kota,Kota,pulses and nuts,Lentils (urad),KG,55.0,INR,actual,Retail,2019-01-15,2019-02-14,25.18,75.83,2019,0.0679,16.5691,41.0065,22.7726,3.6461,3.319431954662595,3.7345,False,0
rajasthan,Kota,Kota,vegetables and fruits,Onions,KG,14.61,INR,actual,Retail,2019-01-15,2019-02-14,25.18,75.83,2019,0.0679,16.5691,41.0065,22.7726,3.6461,0.8817618337749183,0.992019,False,0
tamil nadu,Chennai,Chennai,cereals and tubers,Rice,100 KG,2806.45,INR,actual,Wholesale,2019-01-15,2019-02-14,13.08,80.28,2019,0.0142,3.8376,36.9201,12.6557,0.2207,731.3034188034188,39.85159,False,2
tamil nadu,Chennai,Chennai,cereals and tubers,Rice,KG,33.23,INR,actual,Retail,2019-01-15,2019-02-14,13.08,80.28,2019,0.0142,3.8376,36.9201,12.6557,0.2207,8.659057744423597,0.471866,False,0
tamil nadu,Chennai,Chennai,cereals and tubers,Wheat,100 KG,2843.87,INR,actual,Wholesale,2019-01-15,2019-02-14,13.08,80.28,2019,0.0142,3.8376,36.9201,12.6557,0.2207,741.054304773817,40.382954,False,2
tamil nadu,Chennai,Chennai,cereals and tubers,Wheat flour,KG,32.58,INR,actual,Retail,2019-01-15,2019-02-14,13.08,80.28,2019,0.0142,3.8376,36.9201,12.6557,0.2207,8.48968105065666,0.462636,False,0
tamil nadu,Chennai,Chennai,milk and dairy,Milk,L,37.0,INR,actual,Retail,2019-01-15,2019-02-14,13.08,80.28,2019,0.0142,3.8376,36.9201,12.6557,0.2207,9.641442568271836,0.5254,False,0
tamil nadu,Chennai,Chennai,milk and dairy,Milk (pasteurized),L,37.0,INR,actual,Retail,2019-01-15,2019-02-14,13.08,80.28,2019,0.0142,3.8376,36.9201,12.6557,0.2207,9.641442568271836,0.5254,False,0
tamil nadu,Chennai,Chennai,miscellaneous food,Sugar,KG,35.94,INR,actual,Retail,2019-01-15,2019-02-14,13.08,80.28,2019,0.0142,3.8376,36.9201,12.6557,0.2207,9.365228267667293,0.510348,False,0
tamil nadu,Chennai,Chennai,miscellaneous food,Sugar (jaggery/gur),KG,49.32,INR,actual,Retail,2019-01-15,2019-02-14,13.08,80.28,2019,0.0142,3.8376,36.9201,12.6557,0.2207,12.851782363977486,0.700344,False,0
tamil nadu,Chennai,Chennai,oil and fats,Ghee (vanaspati),KG,101.58,INR,actual,Retail,2019-01-15,2019-02-14,13.08,80.28,2019,0.0142,3.8376,36.9201,12.6557,0.2207,26.46966854283928,1.442436,False,0
tamil nadu,Chennai,Chennai,oil and fats,Oil (mustard),KG,129.13,INR,actual,Retail,2019-01-15,2019-02-14,13.08,80.28,2019,0.0142,3.8376,36.9201,12.6557,0.2207,33.64863456326871,1.833646,False,0
tamil nadu,Chennai,Chennai,oil and fats,Oil (palm),KG,70.94,INR,actual,Retail,2019-01-15,2019-02-14,13.08,80.28,2019,0.0142,3.8376,36.9201,12.6557,0.2207,18.485511778194702,1.007348,False,0
tamil nadu,Chennai,Chennai,pulses and nuts,Chickpeas,KG,69.74,INR,actual,Retail,2019-01-15,2019-02-14,13.08,80.28,2019,0.0142,3.8376,36.9201,12.6557,0.2207,18.17281634354805,0.990308,False,0
tamil nadu,Chennai,Chennai,pulses and nuts,Lentils,KG,69.74,INR,actual,Retail,2019-01-15,2019-02-14,13.08,80.28,2019,0.0142,3.8376,36.9201,12.6557,0.2207,18.17281634354805,0.990308,False,0
tamil nadu,Chennai,Chennai,pulses and nuts,Lentils (moong),KG,81.61,INR,actual,Retail,2019-01-15,2019-02-14,13.08,80.28,2019,0.0142,3.8376,36.9201,12.6557,0.2207,21.265895351261204,1.158862,False,0
tamil nadu,Chennai,Chennai,pulses and nuts,Lentils (urad),KG,82.06,INR,actual,Retail,2019-01-15,2019-02-14,13.08,80.28,2019,0.0142,3.8376,36.9201,12.6557,0.2207,21.3831561392537,1.165252,False,0
tamil nadu,Dindigul,Dindigul,cereals and tubers,Potatoes,KG,27.03,INR,actual,Retail,2019-01-15,2019-02-14,10.35,77.95,2019,0.0142,3.8376,36.9201,12.6557,0.2207,7.043464665415885,0.383826,False,0
tamil nadu,Dindigul,Dindigul,cereals and tubers,Wheat flour,KG,35.69,INR,actual,Retail,2019-01-15,2019-02-14,10.35,77.95,2019,0.0142,3.8376,36.9201,12.6557,0.2207,9.30008338544924,0.506798,False,0
tamil nadu,Dindigul,Dindigul,miscellaneous food,Salt (iodised),KG,17.0,INR,actual,Retail,2019-01-15,2019-02-14,10.35,77.95,2019,0.0142,3.8376,36.9201,12.6557,0.2207,4.429851990827601,0.2414,False,0
tamil nadu,Dindigul,Dindigul,miscellaneous food,Sugar (jaggery/gur),KG,53.0,INR,actual,Retail,2019-01-15,2019-02-14,10.35,77.95,2019,0.0142,3.8376,36.9201,12.6557,0.2207,13.810715030227223,0.7526,False,0
tamil nadu,Dindigul,Dindigul,oil and fats,Oil (groundnut),KG,159.79,INR,actual,Retail,2019-01-15,2019-02-14,10.35,77.95,2019,0.0142,3.8376,36.9201,12.6557,0.2207,41.63800291849072,2.269018,False,0
tamil nadu,Dindigul,Dindigul,oil and fats,Oil (palm),KG,75.0,INR,actual,Retail,2019-01-15,2019-02-14,10.35,77.95,2019,0.0142,3.8376,36.9201,12.6557,0.2207,19.54346466541589,1.065,False,0
tamil nadu,Dindigul,Dindigul,pulses and nuts,Lentils,KG,69.86,INR,actual,Retail,2019-01-15,2019-02-14,10.35,77.95,2019,0.0142,3.8376,36.9201,12.6557,0.2207,18.20408588701272,0.992012,False,0
tamil nadu,Dindigul,Dindigul,pulses and nuts,Lentils (masur),KG,59.62,INR,actual,Retail,2019-01-15,2019-02-14,10.35,77.95,2019,0.0142,3.8376,36.9201,12.6557,0.2207,15.535751511361267,0.846604,False,0
tamil nadu,Dindigul,Dindigul,pulses and nuts,Lentils (urad),KG,86.59,INR,actual,Retail,2019-01-15,2019-02-14,10.35,77.95,2019,0.0142,3.8376,36.9201,12.6557,0.2207,22.56358140504482,1.229578,False,0
tamil nadu,Tiruchchirappalli,Thiruchirapalli,cereals and tubers,Potatoes,KG,25.03,INR,actual,Retail,2019-01-15,2019-02-14,10.8,78.69,2019,0.0142,3.8376,36.9201,12.6557,0.2207,6.522305607671461,0.355426,False,0
tamil nadu,Tiruchchirappalli,Thiruchirapalli,cereals and tubers,Rice,KG,32.0,INR,actual,Retail,2019-01-15,2019-02-14,10.8,78.69,2019,0.0142,3.8376,36.9201,12.6557,0.2207,8.338544923910778,0.4544,False,0
tamil nadu,Tiruchchirappalli,Thiruchirapalli,cereals and tubers,Wheat flour,KG,32.0,INR,actual,Retail,2019-01-15,2019-02-14,10.8,78.69,2019,0.0142,3.8376,36.9201,12.6557,0.2207,8.338544923910778,0.4544,False,0
tamil nadu,Tiruchchirappalli,Thiruchirapalli,milk and dairy,Milk (pasteurized),L,35.0,INR,actual,Retail,2019-01-15,2019-02-14,10.8,78.69,2019,0.0142,3.8376,36.9201,12.6557,0.2207,9.120283510527411,0.497,False,0
